identification,NSS,HASH(NSS)
76A30GJZYK,203028933372893,181523327
LOOYLPMWCA,102092322977942,229423342
7ICY8UV1N6,246072935072443,376896668
W8Q21C4AR2,261079483692811,871903096
C90SRUGP2B,106024624197708,033305387
9OETKNERO1,146045412159695,158197169
BU34KF5087,197054737555255,788613916
0MLC3CVIWD,192035065805988,227479795
2HUHRLH364,135106790341085,294620735
FLMMD9OE3N,201118973421296,399754981
YQRQCFP6GS,254027935062112,152811557
4QA8FBUF04,258124135326624,937075185
KORDBS7WCO,206109010822428,060732098
3A54MO1IFS,228033366002120,456871369
04BKL7IIAC,178062122503769,498441435
9A55MHBDXB,278051130493642,838163077
O7KB2X2VJQ,239087079270255,004545103
T59TSA6H1P,224014291188768,198478379
ZW0VST5VF7,244076322203816,744120532
YWUW18QKTT,228017700388350,861303753
TQ4SH9OM5H,209045058680968,624539254
000VVWL94E,129023566795117,402785656
MSZCQKPXCH,213091960906497,153587256
I87F5GKW81,151121953125103,129616083
LYQZDRW45H,198010233942947,324628845
N19ALDR1F7,254021525871236,242746995
MSWMBYO4DY,118123432196945,759127011
SXDL6HKAQ5,220094427353792,356046463
4BBNQK0238,221062678401646,523372296
61N7RH25KS,201045850948163,138484933
R2JT4VA4TS,168112733431780,991068695
UKLCWHJE1U,113080415954687,959242527
L9EQA263H9,141024674026380,165960441
7KK2J5VGKA,100129040292489,143159885
B0FNA8R3SB,274069119969194,072479105
HR08F3YQEB,240120298030120,191987533
KXIO5E02O9,295075928772259,042022349
DJ65AOWWCD,157094663134443,861712226
KPPKHB2IGK,191063156160039,926557556
PFWTC0U6F4,258094491672624,809392878
0GO0ZT4RP0,263055876199616,023799042
R5CW3CH9WZ,227117274867243,993164694
J0FHH54S2S,269117513315973,768098734
JXO5QLYC4C,277113083053680,084848490
EW97ECFI7J,203012169433047,238702872
UFXVCNWSR8,143025852458813,462101200
4LK1FBZKWW,232033428642872,152218379
EC8KTGLXEH,218077435470255,257153577
WZ09JDWPEU,209052865394911,028285382
7WGFF9IVU5,108106948634577,943357653
PJEKUVGE27,101058702396366,571050914
W54ZAJ096R,187077959705686,561666063
A4I3ZIFII8,229086993545425,763651304
4AAYE8U1YC,297069515750670,006782747
AYO22Q1279,181079402778421,417558100
UORCXIHALC,211098966136267,587399778
YCOWU57Q2Y,298082261104099,658903303
AL12V5AL9T,131048190850886,887112307
7AHQIPTLX7,140094830729391,395250988
QAAEVR8DUT,289095455447170,150943166
HTWU9IIOSD,249112792759921,962476139
FLEDAXMUWH,161092028069629,755205802
K7A6YSLRVZ,158096972684806,374887142
0Q7L10FT06,213117639923944,140564371
55R0SMPS0W,232106465116637,209228694
2M6OTBSW2Z,175126963385282,682357117
H8Z1W2ZAZR,137033794003210,746373365
6ECNWB9Y3Q,213126923245681,094756176
H1PM0YGY8S,165103402624132,289099201
3LO17TVIY8,221021837876627,400817326
OOHA2HEPGJ,133126776575279,265661556
Q1S4JMNB8M,145067371160073,861204202
HDI09VIEEC,245044172746449,770780171
M0L0E7B2RA,263021096968276,724446585
SB6WKBUZZ3,220011821277316,714020879
L64ADBYZ0A,180035938228055,297402321
FG6IY1C4K5,105123193322037,095355363
VE02OAXH2B,170117407130971,780294462
6YPDWEJRLD,255126767484619,689862374
ZJH5HEBX0M,212091889077961,347098675
1PL3NLLRYJ,142052726292472,194621768
NFQA05YXY3,251045919195897,633277446
E9DTX8MBGR,146126742836064,619106998
RWKWT2XLER,273023584713489,624125344
DBJDRIGUJD,222013919308819,850052675
IVK9R1VJEB,116063631233411,262384390
PBYVBXU767,163090845016848,324401926
BHCK6M6D8A,297029357635795,496504861
5RXM4TDLJ9,219101470681108,904798901
HC7NM7JP37,281045126749029,143450421
FT5CYB1XZD,158029591527719,952613423
R2LUZ1YZ7B,144051214027585,567901962
UMSPOKUHDR,218124730641679,490591348
1M26QQFRD4,283108588024504,887989998
AXO7XGSMB1,167030919956416,868257941
7O4BN3TTCU,121041156725966,643233195
WGL0HO0K5O,185063648485523,409304014
GG4BZN1ID8,152026971509910,798591949
PKMYGM8JF3,169117994456444,173130181
NF8O48I7WU,293129507036822,971923778
4PDDH1TYN2,248111799688636,066776061
L8NRLCATZ9,193097466927900,720212891
4N2K345RRC,194058160182186,733255432
266CA1ZNYF,222062601008119,373402376
PQTK8V4CMA,151011830675033,763502794
R66VBYVPV9,185068174461456,116589484
DEECAQ003Q,217084950858201,823919880
OX699DM0BO,261014123644350,053801171
K8I2UKRO31,251028817491744,548284354
TC11WKUAJC,102028107377621,877104265
8YT21PX1W4,231075207889622,179902696
Y811F9BD4M,113067454477859,842626538
SISRFIWNTZ,142053200256030,811771282
HOHP6BQQUU,174114315281789,272778747
WA62SB3LSQ,174088799768018,581192882
0XY56FSID4,189026610267170,910202698
L7ZUUCJDSR,240053107685065,915788538
XP9KZ5QNZF,193087799779224,450206684
75DWNXZ0A2,118079518836620,733497882
JHZCJJY91J,291023095031432,461071044
OIN0CS20RY,122126273750311,464131917
UPV55QQW8J,114092635287509,282503590
U2T062PGXW,287074702359486,088050102
RQMA4PPLI7,224109120332612,030464002
0KABPNCJAR,136093658585868,370820499
3X85T6P1YV,252018372438580,617736850
CWHQ88FTE4,135036270732145,187102652
OV2W7WI9GA,111018675957018,956500889
2R5STB12DD,156024396105353,352112512
4V4ULS69EM,160040229563509,363624022
ETJPW1MP9V,238062078400760,410995581
RV022D1OSA,184091765172460,992743079
RU93H2UVIY,121042630805904,676437949
XENXTLND88,269105673356825,786805252
TLX02KYYPQ,190065905888351,965272273
KBPGU7BZC6,265065755715269,507060824
AL5FZC2PMT,132093130555241,743898159
79GXAMESUJ,142079503773442,041241443
O2E6BKE9Y7,189036750233138,205977457
KCSTYWIIPA,274066777016026,996799025
7W07MDXL20,144048213608730,168178970
GGXRWTLGSH,272081865758594,332608097
OR1I7O0ZJ5,126108250251900,161715547
A10S9PPWLW,196044789360804,973490814
A1O261MOEQ,250017793738486,343679402
3N2G126BK5,185118592396367,548679108
LN7XHVYTAB,209021387462885,051223703
8AYEWX4SU6,249046223352229,485534354
8DMX0J6Y34,148025522661906,879116391
HST48C9A29,292029501235083,700891635
AQRENFK6QN,178098476126010,793009951
T2C8D5E6AG,147028036795316,148648842
MTSJCZKFDR,152041201111838,942000040
6DO7LJQ63T,180072374771462,791182952
1I41VJEVDJ,184106395004560,308062491
63U7BBB4IO,221052971418277,033651915
26A0VUB66D,160037690471240,077770413
YU6S597CTR,263057408992866,478064953
ZI4S9HFLK0,254042599603040,437675587
MSNMUUDDYB,264043338609462,948974814
ENCHGRKX0K,279015326919234,196363511
BR1MT5YDVD,196118689614801,984262890
RHDAGU74ZT,273094228367960,973049406
R34P39LJBF,174086612024311,768584495
4IQDHBUR50,170022705347962,775438755
LXKVMQSH0M,278071885258006,940355557
W85OUP4NQF,213068402596107,413526231
946EKDQ81H,155033340743020,189318085
UCBRNVVKX4,174120217100170,191921662
S5VAPIKQ6M,117091987356979,089833993
SWS46LEQE0,216109468874655,515822435
TVBYPIN7CX,277053404343554,428655327
FN9V92NXKT,154114485530302,372998040
G5LMLLEUEY,224043292181951,851515610
WT4LXSKJT4,212074060586428,073701782
