identification,NSS,HASH(NSS)
Dxq63yl3vWy5Ox7,955352923624005,ddedc79ecefd71e1780613dbcc82ad6012c21f05b1bb213c950ccaa204fa99f8
5tfZ13kQGb,405331460444807,6a57b428a2b980dddf3a399839188d64cb1dc74dc752dd58662d1c4f4ea6db40
iqXH6lqNCbh8R,838297592353372,f00057f01e61b6c89920330dec9dc5d4419b2595d6ae179387edbe6e85d8bbcf
6i7nf7vEsVKCumTE,170602538931811,4ab80574c1e07cd8110b6fb8f6cb023f91c4f862eb7dec1949fc9e23061a65cc
oK3xCCsJ,449653709266860,b94dbeea0c4aaebb7c7b47963fb01a1ad00b7029feed33f21f6638659025230e
PiTKw4BrMA,773558050258782,6ef2cb8bbf4c8eadf2bf0b135c1cb44e16f9b511bdb2717b9a0869ae7c00c461
QBqKnbjBg,890523361949548,a5f18c8dd079867f8b3f6e24eb8d62020d0cea16d3d13d7eedc8476316fa4266
eroZ6YhU,266927834413648,f326dfd8280a14cc1fb35f485054b5d5441fe84245a33183d183e1e548512c3f
AjSFyjoGzOkOjY,416891061990968,2f3d8efbc78a7f102801eaefbb8cf9c32353d096b9aa7bba145669b265b343dc
zhyexWzRId6VP,067199528578953,e113b2d8f2586a5b3075eeeedbf1f2bec5c0bb02175638ebea205aff352140b6
BkbqwyEdkLlS,451084308254952,2a680523de1fb3ec2c58ad8d78008b7e1f3c00f84cd5e3e8de589c52a55ef787
180YcaCWTb1,682129172039247,9437747f534328f1c22e0489a436536517008ebdf13eec5132135bc4caa078ac
uTUiawVQtY,281594494168141,ee26b120d5ad96be0f4b1b8fd1695a9c12279bf6873ee803eb21579848ca0ce1
H2cqpWUmLU,697594944825536,964b1936aaa83ad3e6be98672bf51dacfb1cb1a6e106ee0fa19b1a7044e9fff2
CUoUMmtw,553839481573999,e579bb7642a0a0a7d157f9ad964467bc46b9763b04b7e7e5be1b92f434d4bbef
WWG42xBdQcwcNOf,611063025783359,fb7155308b7f5a005e314f27f17b1a9a8e156a0dbe17fad68041aa01b8300d50
d8Tx8NaqjV2,518444995910391,96a11fc699b60298374ebd26c15e41bbad87425118dd26d30148404ac895f72d
UiLhmsU2OFl1p2,687053018979169,cf85940317780067dc682733902af68c12807800f11a0efb2c7a490b83ba54a9
hCEvQPCZQ84iomge,718599878217944,26c66b92f33ebc0f25e2e7854242f0a6a8d16f302d9276669ca10813ec8bb70a
wejqVXmNlPf1u5,976263980054923,649454026166b64b2c21a65ecbfd4ddf21b5f5ccc6d74dd3796d794028c9f0f6
nhRINiSQ,790321803536379,6cf4bfdd126c41831286d0e8c54f44322bee89f97b1ab9e9ee6596f3fad846ef
pywKu7fXWw,930342429627573,cceacc0eedf13ce3557d14697a1551322c41323447d183b12bf90d4f787479ad
wDaDqcgNiKVPAlI,428576999370645,fb79e005ce49a0efab3261a22388ca8553f12d1f8ea136df70f51ff38e17c162
dta1xZkdQQ4s,902041134868543,433707078811ede88225f01df6cc0753fe2fcccc94b52584a849673efb8dc3f9
9G7fxgN09IJOmzK,439621454275580,b2e4202e71f9daf80fc2bf19a1ad2c9f67fa9c38238b233a4bab5a6fae920a06
cvMHE1OaVpvG,713618517149572,f25e960428ebac7753f2e5dc0f66c54ced8cf7370ee9df27003605e7e771273c
jieKcqbe,331505835841879,44fbe704941e80ca913c39d553a69a51eac71335c308453e3c50098dcc7790e1
MZ2nv8bMHHa,918018045507627,a9ff44d00cde5d02e96f9bde9f80e31f4931b2e829e004456a34663b863db44e
ZtVZ1YpYr3p,546875910965856,6334dc27dc6f82ae321b4794a7ef27c77b57b9749da75716663e0ad2872c2ec5
dDXNFLmuS8,440492147638217,a9225a34db0da3923187f5c07bc06a13088f663d5fabdf4fd9305c401057b204
UAs2SYIvLhdd,580393595716908,8f7d7627f7ac7eeee88710c741d5c941d0be7dbd408fa4584b810b522539fe79
hUSYIsUspJvCkiqd,546957107454336,8a1e5143f983cc0f872f17b5c4679a894f6537c5b0d9a5cf29f9bb1174a2eae5
n6wIv79lu,447856173110154,0d3855493e363e328346538c40fe73b2e98c6cbd3516c4f3d4aa0013c63124d4
tYlIoHdKvXQ5nMVe,949532701699191,b9a257a2612419d0889a73b006567fc3b32dec3ec253ebda87680fced6840e09
XpU9BBuIxvkZ,861289741369989,643ab99a1e1e036a06cbf29f2d51244b693736e7c3d78ec855f7921c335a3f7b
6xvTmpZ5,012295643419984,2d4140f730f2a0ed0404df2603da50738dc490376d10e660762c6f4829b1782a
WNBNIcwNki,566950620751772,56afa27c77c9e9330c55fb03d9ac7bfc34114a401067caf948a6e8bec55f807c
KtD9dB1ZnI,028787828311383,bffa7077b08bef71d43da1fed4bb0a08eb83b438b871299d6236804f2d085dd6
AjOFiMxX,069044127548858,386d1fd105c8d36a0586a3782fa468835d821dde10709a1115fd476fe3b61d3b
3Ucqdra9kfivPe4i,846514071881064,5f1e36845ec42be8ba8e77a8d1c9adfb95158dca65533e69d6ad3aa268fdf66c
buZ7rICtSWtj5,831635641582676,3618de971fbc666e49f53da603c8bca46e9913d4b93fc8c362f4b7e27c8be1c6
cNWtBbE9ACys0uv,247775424767131,6ac3238f32fa2b946cfa3a360a8e62056be322f0c31681b7a433fda83f93a855
v5Te2xVe7GgAKCFC,656155416357222,291f66ffc58d7f5c7abfd4a0c79419409ad3543af99d7a44c87fd599732f536d
ViFUocCNyisPU,186433275069274,8868c40ccac3b77dcc91290b3e8d6d7a2ed1bf02265860de564c82e3c3ff59bb
SP1BW9pTin,360731276952619,fa16baeb41ea6d81dfd07efa4a91cc81f3e34026355d04e0a001b39f3b296e29
GStHy8TpAkC,908345584592279,e625834be5fa6848047206b9a19f622ccb0fc26a09f5bc3eeaee0b88f737ca6e
5FFbWLZiQfAL4DlO,619716391828700,65ae12d49bc1555eac7fc287bdcdc6ba061eef23efd312fed73a86714254205c
mkFLVUOQI,620061801584950,d4129f1396ac2df541c6a3546432e6b6e651f7dfa531dc27d3d4dd8345bba100
JGspkVyw8VbA,547302269665786,e6dcfe9155dc202d4583b1daf8353b21ac4b29d93bfb1b0ed2df1ca4c5415ef3
xKtdHly0hOFX,211527710709763,66e4be8f587fc5982a5446c53093dbd0204c695ca6a71c99ed9a49af4c84d20f
oni50i2Bn2ofL,919979476805709,a859fa8164bb70e5ac056393aab2ddbcdaf2083cc7819ce172d5dee3c2f6ea9f
4PQSIqWvTYGG,138665808748085,3b66ad2ed7b8a3d4d7aab2a417d193ae101bb1ca273f85b33cd414ce5631a27f
PAka67sptDPYWv,298344933676291,60efba23cbce4f951acaac8616fb1f3aefd67b5c084cca57720e673f73c7000b
fhsxn9HUQ9bIy7da,757803689436915,f3e76244bed68817feff80abc46bf861f907400274e7f0b039da2a9134d43135
6iqNNx3t1tGelY,919396664977439,1c3c33f737e3790869bae780622683b7187d166684f5dee2c40eb47e3d93bdce
WctNr5qxRoXq,635590917088376,515223a27aed9f09e3de8f3a535a5249f03155d218b826d1048f3cc0505312b2
LxfgRrBNSp3pr,502366930231567,daca780be24d4fc65ff4bdd500d0d00825792e0a1b852d4a2c613a10e0ae70fc
IfK7BdUWJY91xZr,679269183141113,179d5e13fc16302deff5777190340106e46b7a37371b650470c2b7137e8835a1
I4mXYqKXTGff6,406649630192946,b86f0deb7793464fc2ddee1e25dd126cff54fc4d6503f824f5b83a3de30e92a4
6QsXjT93s,211436720176868,a3034ec8dbed503c6b75c23a06878bd96d90dd2126e24e352ceda4f22da93d68
M1kJlCyP1aeGR8z,688181309595443,ba45ea6a59c99a28f04417166781530e3fe2d79c4fdf09b13380a8ff5fa7525c
TWgLfnwIih,506648290159342,e09fed323f233201d867a4232a266ffb4fca2dcc278a6f8169caca93dbc00234
aTiX6WTNCA,416289818173923,3db1b2a257d56243c6f93c59f6ae2de2b6de7d36c4105aa8ff345027f99f7c58
m2a9Opx4u9,956170867336300,5d1402fb13bdddfdf9e740324b2dd90e8ee02fd8f1879bb1d21c9ca096ca5698
DJb2Dx65ZX,723351247296657,c8e3adcf1aa976c5c5e6627a275f497fd8532f86e887182851b15e2ecb10c6ea
UF3Xf5tPqVHaTjEi,613837215763555,16d935778e52dae8cf5d5d9b9d98f8135db88d0e0c607fb7d5960f6b99f56490
GGnMAHFf,877834196918015,2edd34cc4970344745a88e888a726dcdd547b15eaf2b33d887db65493596dcc4
qgxrH6KmImz85xhf,920264476217479,903abefbddae509218b5a9e6ab87e336423d471a085f85bab8b05017b4ff47aa
DMxIHChZJwpV,550563874319666,c9f40fb4f749674bd43a00ae7b445e718165f4869872a7f1e74d4a27dc220669
5JgUsibOZtS,751920248996075,448746543f2db096d565fea20f74acfeca795b2481a08b601663285f8bb69dda
Mu1Ri1hPEUrj,568439452409150,5e4d3636e9c2b087bec071452d8a711b612db2cd33d6430f68adce8b2b473cd4
5SVBY0353eLZeK9V,279387975937839,77e9d26020ede41bd0af3a7a9da1c0bbbaf4bf25f5bbe02b0a23a602a1503293
8we9SnSFhdZ,314718498467867,8e2d044ad57f4ec0e379037bebacd11e3fcbbb9bb9fdeef045fa880bc7d98467
ObkQN24ZjmY,528260699110035,d61b99f2731ad184337cc0eec4ee8813934703cad72c683a0f4c679a19a6cb7c
aVArymD2GM,098920579508088,c80c45201983797e5a0ee0420a543a1a6b60a7d4a5411e9cc457037242399c03
QFA7eaGl5FMWkUy,395934343506609,d2a5890d65586669775b187cb5252625ecdfb340082ce3f5e550412ae8cc0e6f
UcMLBzFRyJmwu,260922388727110,0904c43c79b0edde37fd82647f45be16acf7ab7e7586765865e7f5d1dac7ed84
iA7Qupve,905303167204534,5ceaad39ef3afbe6120ba31ecd3d52b26c8e781e1136a2d9ca9d85457dce9474
lwQqRA4mx,332840484396128,769b6f30030bd6d89238370dbe9c8e5ca08cf0491210dbc8ee63e1252c33bf5b
hXC5mGnW00q4I6AC,652553803592228,589334e0995b81977ce29ce62f38c0572706cb32b7d7f23a9f84c1eae5910c6d
cmjrhg9J,882075406564466,750afc4ac2fb60d37e47fbec2b66d0676ca895e1ff1434d75c4288870b3df485
mTO7tNHUe,908759404433778,dfae92cf4881e1af3db3af088d8d415202b0f87d940448869bf8f74927aaca85
tkA3XQOKKJJm,040101422246098,f1aa91830c3c85f89c050f9ea986b2f846d60831e7ded534e4533988a02fc214
KCMJxHlGA8gm,011241638174772,c8d029b835a57cc9f1a601277a4ec2df3061fc77181cd1b3d30fac262fef5d04
ZPMBlY2j,442020461694704,5fb1783c2e68af59b8e5938f5eae7ef01064439e49cd046138fa4d59446aab1d
S7yB4ROQM1X39h,572718178668101,b28642eaf136faca0c3bbc52f27c86726e4e9e876ebb0c812ad51a87df99ba2c
9XUczB7LfAFf,504245931849303,8e3dc635598f674e1c5036d1de5b214a1687dffe480d4518ab1639fb7a7aec98
2sjg5zPU,694467457431111,d2864f70b9919d8800c6b84a6c3334397770f89a0e2a377b6c9fc9c8b6a2c2db
jjoI07XsqJA,905102084805672,1e9898fd7578ec3356182775923ba034c6443f8ac7ab68f5b70eee38f16912c3
aWL7ekRCEplMk0W,267945980186030,20831c37315dc993763bd6a75f9b06d84b6eef7e4ba5138dd6ff75fd6d88528e
4QrJNDZyyYUVSYvh,844952393281286,e647f6efd7528b98b311c342f5994aa2e3cc53bff0ebbf6243df1cd35f33fe5c
GsEr0pO5vgVv6O,468980126044337,b14b675bad69f100542306e3a5a6326f7422da40b3ed56b413cd22f6c7a7fc1b
nT5qxyCkhnjiK8N,704404853968581,726cdb020d21a8d91de0b764d5c8ab2cd4e1bd22dfce70753d8469e4a7cd7e0d
jM22IMfciBWaq,522912320405131,93cbd0aacd6c4329f898386861c20a5a141c398649fb2e3d8ee9fd3165aaaa36
