identification,NSS,HASH(NSS)
GksQehtO7OuGRN,384749310741007,7857be9187affb2fe85d8cfafc4b926675690b88156e9bf7bff15ec620355ccf
y93LZbzg,234545504186658,a855dfcc0fba9b66937366deaefe5d8b0ce2bb018eccc4039427c7bdee9aeed3
XRpYKiRo,416533808007334,879d267fd0f1a1cbd2fefc680b16e1557c0d09bee62ce621b83e2170d2a06df2
9M9TnsowCOqn8bt7,763748581286083,d45d685d51f22c83062b9e6978a3559ff3a27b72f274b26a2d35bd88b7423c2f
gJHN8gL5bmq,726102218944565,173085453642bee1abfc6b0d5307033d44b4b363fa75761848cc1ff7f39eb7d0
gPZhxZ7qr0Cv,567807017805995,0e3d1aea77f7456b7a7fdd8fd7f843e1b3a8a9e0aa56b1a24fc428d356f953f7
MFtB6OEqrWjur3,130867816892749,c1e4f39c69e248cbd23df0741ade2e86d41c4d1e8bdd9ca4c0c4a7168359391b
IK0AxcBvs,829045223651863,6dc612cdad616e2c89e28479fedafdab7b8ea73606ae90a54959219a198c4ced
TPK3TIIJrWr0P,420831629690893,86f09a4ae179343310fd7b198e3903b1cd98270e25a5305beb88570c5581ba77
l079ZOOMbYMsAR,322548336499998,c31cceddb06874ce5a333f21b20eafe217fcc1af2492c14e36d02f96938c5b4d
GhU6DHH4bTw0rzi5,941043567880463,f92ec6f09ecd4c553862fd541a7e6d62a59ae8d46451b75468265d03c5c978ff
EMtxqS6H,473809380703308,c945da7bad1363fb4ef02d915b3884edca355bb0b3d177f00a87ffd8b394a613
ACww1QRyCPcw,988307237817530,53bba4b8a59aa359e639f7e889447947d3cd2a50d67dda3337b927844bac373f
5YDFXMZRvI,401816187203287,fd8ec3e400be6f637c71ffbc8336223e329389fdc3d4fb872272cdee8ae426bf
1XTFdBplQkIlIfiN,800533511143596,06573785340bd5080f3e672f815b6bfd2e384db6214d6cda8db3cf82f9502095
mpFiPAVfM3l,075326531056247,3fdf3a3a3c9f3546b62d6d2a020ccfb2cc61539dfc5eea98b33121dbb9142b08
pEE2TfRMFVrtaIZ,471705777486294,2effdfdbf74ea45c9b37ebb28ef14ea4ab05729efc68de8e48368183a173fc1f
BkoCLhnwm2t,671671122802715,a5ffc6d16829024dd0c33c9645cb5c32489d7603e4811d46b1fd70e0f12b9c54
THt44FO5F9wl1,599641842026237,9d5a99bc61692ee1bfb3bd32fdd03338b99f0551bb9f369fdac14aabf9909745
qzOlZqENf8PteOuP,470343240612841,3d297241ba4bff35b91d1693c0adf58d586e765baa625c11d78e879b50e60c63
IUt34mpzPPX0Qc,509763805035549,6fdfee1370e28236098a16cd917396dcf86fa5c8b6e627fe7278225b96de9b3c
0PQJj9st9j,658603978955455,5e23204bb3a74652f02652e9e46ce352c7aea99d78d661c77cb2082d911ab7a9
oFho3dyX7ucl,155776642033930,ee03221aba550ac54ce1a3464f6580c87f94b01c7f0dcc6730149c72b3b49a3b
X7w6YweFT,440935606087727,17ee9dbe766298d10345471bff72319ba420792febfb7aa5f80964802d65ae09
iHNZkWwmexj2D,797665925456750,889bc14ae138f7aaa7ec8ad6d58a69d138046f90514fb2e918a5d92eb6cbde21
VhviKhwlqBIH,942018320504636,7d8933fae0ceb7483cb1f3c29605825fd853f5087d93adbdfbc83c49e0b70f86
9lP2TQVxW4ee,053184961385994,2f1054b8bed3bc0f7b14fa124faa899cee43b11f943ccaf079eea089a7da505f
1MKVksIpw,309888992724355,4d0933374e6adca405bc44a6aa36ec4105314659ce2e1f99b9b38993ea0ebb07
XuS1naPXJAyt,611517214448009,e39e45321941b4b27f693d44c5a1ead6241c7fc60912559d1b67baf692d93b11
lF7C2pvi18RNsZv,445462015490583,6c7c646b85aecd170f98d54e0d43deccf884ecc556e3ce2f41b7e08f9b559aee
JP0Amj7u,275314748158221,d760e307e2ad2bf41fb1248c67d9498c8f0ad7ec2995be86303450f387f3cb21
dQZagtu5PNQV6,876322755201346,143147b95754ccc8a4184e98ed06166cc958797ccf4a970e55ebd26a0520cc16
aRTT0OOE97LHkgm,377502051551569,46533218b891ba5e67a475c38a3f5b8d9bfb875aed55984486ef66b5b81b67c1
y7cBWQe2Id,977762531828486,a712a4fce7c5e210d2f034db2312eee3c4ccc5b5475e1704f67fba763a2662c2
9uUiXw8s,284737789543081,b58888df9fbce558c83208e0927d31d7ed1f6d8e3c9fdcaec69883711d64499c
OWq1yibMNraJIc67,393360784585749,7a3447f5d6d0ff9c9ce3c917e7dac43f08d25ce49ee3b3b8fc7008761270c188
TL5oUDyh4MP,173548589798674,c9f84ebf56347730abf75e8e598f8f53eaed7c3c319d6280e05e0a613e89b855
VqfP61die467utFH,224404154189256,c6a8c907e33f87dee78c1362b7106f5505ce83ff1877103d523bb7addcbd7d7b
Puuti79rLDpDUKpv,884329059329469,bccd699f65c36bc06ea5ee79dee3f87aca33f5a76359204a8764c28c60b5b112
2zRv5Dzqzm,540610097698862,3fb796a9ac09eaa1be7ff80db795f6e95fd9947a399d9607b3b96786e7e3dca0
cK5KgZ1kreSW,102636673121823,a57809fa3b7d981ab0b9593c6a6f821ad14430002ad35774ea2dba2a3f5a7c61
gY3kWXCGqix,020063409466997,a59fc529c9a0e68972db651f7508e38b09cf1f6b20bb735f075014ccf8305ca6
e3nd5WM5o4K,856005758519926,822636651b958f4d656f7f508667e771f4c7106de2aaae0e66515d3762c9b2be
9NEexENNd4Dd,421459337025014,4a3a11e8836cc72e9df10e376f57fbdb747a2eb04f5613f04ddac3797229fb90
qfRX9CM8ZeUzM,361829125972998,dfed4a8c3a22032429af31e69d30a347f5fc68536129bb2de4c56dcd5ee64301
ZcR8ZCRL,652105138413926,ff50454de366f4d5cfa7acb2b9c7906f270ba8d35bfed6a2ee5043f10826a398
KCabH5ZQx6Mo,153592607995620,c7b71bd99f4bfe0613f915fd231c3b69be6e1bc62acb9ba5447a5fb3a449789e
TLQHdhe3qk,879327656004229,5dcca1fa07b4061fd91fabe12eecd318565015138cab3e034db30f775682ead0
mwGabt2HqRxgnGJ,130258460684198,e8a44dcf862489ae9c94dc0bddbdda9496aa2d8d389514b09a954d6bcc851f2b
3YIunt2407O1wpYV,554003049434074,351b1ffaba91a6956388eccc6d91e98252ee44dfbaea63b3391521bd26949e4a
fOmmlk1KD,149342287094948,95779eb3a8b3d85c21c498b96f00a615e5f47e311c85aa5097c1a9f2beea64d5
wlpwhnawCQ,585171683325635,6163e39f03f5ef3618d0a86003a4258b9a286f3cc512555efcf673be1d607a11
i4rsHxsA,778454825144317,1f5b070e4d06a106fc4b7ee62148ead030c236f031b86c6e90309d2479799f85
T7mC0xB5xRr0,778954436672812,ae501f40bcbc0f042395133ac329d6389544464fe6bf6770e7ff5845ca14bb70
elnLGMO7CT07yT4V,382936166940406,626e874460a85a455ad47ca49bab30838235a6f7ecd2a07a431e38f362c82cca
5LbYrgIgEE1h,257592034161594,ab0a2f369cec26fa76445d65dff3169a9ce398b03a672c13b71da85313ae257a
Wr0viHbhUj,892127570749641,2bc204ff678f938e2aa243b7539020eddd59700ec1ddd8f694ea28f999f5070a
xo4A5pZhLBve4,187800192387160,5efc401fd75fa63a7737d79fa9c8329a12a4b2bab7013b2dee41bb81e4a65c54
IpgkDUKje0PxMd,546381496598699,96170612033aff94038445b3737f55f89dd2a63c017416d83cfaaf9a0886c547
iDfJMiPU,256178565951794,695c6f2250e2650c54482238b7c025b0d63eefe6b2e1aa671b6b746dcca21885
mfLhYZbnCGfmv,299806852727115,03fdc4e0604306377c794a318a49012ffad055c25a1dee66137cb2e7dd30eeaf
WGrxGkdSWLL,721060299678127,cc5b0514372f1d390c4da0b277514cffa882c70f62ef8ddbbc0bd37dab664ead
GYR4Tcxp,023256804370427,c4461f983038d457f97712cacf2bc0a461f2c6ae66cfaa35385b2aa7c3ad1871
zTX9HadoNfqRc17U,336621849162070,b50434d9a02041f4d9ff0a169f002ea473de7512b829b04b9d35bd491edcda1c
K2nWCNHHss9,178448704374663,c74fd7c48ac633f58f5596af6e6addf5b05bbd536f73ed4390d66605aebc4e79
g2LKuPbcx9wUC,705595358426504,abf7abe38a8ed0e630263db04a79e83b8b15c7fe2cda10553262ae2142a857bd
qf7nXMkhmp,307260384473434,644d0e10e3f2674c2261bd8848d3461f5b1acd051b6c3eee25684cb16079f0bd
l0UDchqtYskA4OfD,324607172335635,140fbedd400335cdf53b821aeeb8bd9f460e2b25a642f4d3542063704a24ff5e
f4HRuAwdJFf,242250433017004,5fb43d580f58a7bfe72ba3c0245b43108e57de2b1166a74ea8632013d5201dd9
dUMEHVP21RAvOSc,260441831273592,324e3c2375ee5a2bd67c849edb483aaab93f452786cb13517806c3af8afaefb6
dQ8ni25icMH4f4kd,008859203401606,68173cab01e6f37ff5dba007bf3b7aa833f47145cc5efd66fd895dc79b4d0ca4
ZMprdXfWEyyhf8,490051722039929,d16e0aecb309ed1aa4012e139f19f789300c43315451749a31c958aaec92cced
zi0QS2V7dWnZB1HA,144225077882029,80fd8501bd35c0889b1b391331e477f975cab83d44e806d98e33bf2a234daab9
nJuPgBHfXFm,311798311647727,0a7383919a0f3f3d7d3777b9c7be2698e32947998cca8a76e9c424baa549aa7c
6V8MEbowF,931691090277872,ff9b403df1fddf2e123a33c17e68eedcce2963a37bb3051b0b2bc87b74c4fda7
7SXFc3wwF,209082046177421,8c74425cadd6460f8ff1decb396d0cda3481510de56f4d1c94b8ae053df449e3
9gCgmo5N,736410409161008,d75a88c91aff2d07ca8a64609a03f97ddffa9d77060e5ffe20860883ef852b42
3N8BGr6qok8lRAJm,311768852958163,4bc642c21971f691b00875e70346e2c5253a5f96e6cc91af487ce6d5274f66d1
tbfr4lYB8boN,518390268271330,9f546603758aa33a51718172d165f2fa8817b2fdf9645c23717fdc20b5f59017
zKvjAIuNX5Jl6i,888393090191023,df00e5d4191601e85c10de5b4c7743a6c2b281dcf4d2e045372347abd9ae761f
n1OtbPkNpb1jiE8,187034185009510,f7f0508a4c970f3cdde464f5560a90fe9fed9c45d34970b4c8854b2091ae00c8
Z9AcnWtrWMPT,845765184017720,8003d5986f105e4d9a5c793a53e26f1949b103c52e83e9af4c0f5207f06825cd
S06N12xwn,909121620986566,0ba73afa0a2d064bbb9f212ea08a1fe2cd0ade97ef56d1d056d45b6bd54a22a1
fajKtPU6cGF0NSMK,186235553436059,2786eace86de733f0252e9ccaf7278ff7cff41ac15bafd2b775e041c28694b09
KIxBBzhHv0x5sp,722548706067220,cf68fdb18bdcf7b9140700afae94e24772f529652409c5e56dd3757909ffc774
h0BPCHF1zIBVjXsh,200889118834116,db07d5f9de90246b4898acec964d9cf0a81b31178398536745c5666f1eb1cd81
HBijiRmGSUSFv,529342166094355,1105b937ed39b915dd07096ba89faa170085ec19976f94985e21622fe3f93e78
pmmXNNFXomvmrqI,110598339997819,e322912f89f507fb9d538e547c0dd6be7762ccb0850753a1c3331dc9f24980c8
